"","Species","Gene","Chromosome","peakStart","peakStop","GeneDirection","GeneStart","GeneStop","Distance","Proxy","Kd_Zenith","Kd_Max","ERE","Mis1_Max","Mis2_Max","Mis3_Max","Half","Info"
"691","Homo_sapiens","NMT1","17",45125000,45127000,"+",45061291,45109016,15984,"Down",45125000,0.00311882,0,0,3,6,9,"ID=gene43488;Dbxref=GeneID:4836,HGNC:HGNC:7857,HPRD:01187,MIM:160993;Name=NMT1;description=N-myristoyltransferase 1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding;gene_synonym=NMT"
"891","Homo_sapiens","MAPT","17",45953500,45955500,"+",45894382,46028334,-59118,"Inter",45953500,0.00300345,0,1,1,0,2,"ID=gene43519;Dbxref=GeneID:4137,HGNC:HGNC:6893,MIM:157140;Name=MAPT;description=microtubule associated protein tau;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding;gene_synonym=DDPAC,FTDP-17,MAPTL,MSTD,MTBT1,MTBT2,PPND,PPP1R103,TAU"
"901","Homo_sapiens","MAPT","17",45956000,45958000,"+",45894382,46028334,-61618,"Inter",45956000,0.00300051,0,1,1,1,3,"ID=gene43519;Dbxref=GeneID:4137,HGNC:HGNC:6893,MIM:157140;Name=MAPT;description=microtubule associated protein tau;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding;gene_synonym=DDPAC,FTDP-17,MAPTL,MSTD,MTBT1,MTBT2,PPND,PPP1R103,TAU"
"461","Homo_sapiens","STH","17",45953500,45955500,"+",45999250,45999694,43750,"Up",45953500,0.00300345,0,1,1,0,2,"ID=gene43522;Dbxref=GeneID:246744,HGNC:HGNC:18839,HPRD:06142,MIM:607067;Name=STH;description=saitohin;gbkey=Gene;gene=STH;gene_biotype=protein_coding;gene_synonym=MAPTIT"
"471","Homo_sapiens","STH","17",45956000,45958000,"+",45999250,45999694,41250,"Up",45956000,0.00300051,0,1,1,1,3,"ID=gene43522;Dbxref=GeneID:246744,HGNC:HGNC:18839,HPRD:06142,MIM:607067;Name=STH;description=saitohin;gbkey=Gene;gene=STH;gene_biotype=protein_coding;gene_synonym=MAPTIT"
"911","Homo_sapiens","WNT9B","17",46847500,46850000,"+",46833201,46886730,-14299,"Inter",46847500,0.00308866,0,2,0,2,4,"ID=gene43543;Dbxref=GeneID:7484,HGNC:HGNC:12779,HPRD:04180,MIM:602864;Name=WNT9B;description=Wnt family member 9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding;gene_synonym=WNT14B,WNT15"
"701","Homo_sapiens","WNT9B","17",46892500,46894500,"+",46833201,46886730,5770,"Down",46892500,0.00303808,0,1,0,1,2,"ID=gene43543;Dbxref=GeneID:7484,HGNC:HGNC:12779,HPRD:04180,MIM:602864;Name=WNT9B;description=Wnt family member 9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding;gene_synonym=WNT14B,WNT15"
"711","Homo_sapiens","WNT9B","17",46896500,46899500,"+",46833201,46886730,9770,"Down",46896500,0.00332499,0,2,1,2,4,"ID=gene43543;Dbxref=GeneID:7484,HGNC:HGNC:12779,HPRD:04180,MIM:602864;Name=WNT9B;description=Wnt family member 9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding;gene_synonym=WNT14B,WNT15"
"721","Homo_sapiens","WNT9B","17",46931500,46934000,"+",46833201,46886730,44770,"Down",46931500,0.00308558,0,1,0,4,5,"ID=gene43543;Dbxref=GeneID:7484,HGNC:HGNC:12779,HPRD:04180,MIM:602864;Name=WNT9B;description=Wnt family member 9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding;gene_synonym=WNT14B,WNT15"
"571","Homo_sapiens","TOB1","17",50830000,50832000,"-",50867978,50862223,30223,"Down",50830000,0.00300166,0,1,1,2,4,"ID=gene43698;Dbxref=GeneID:10140,HGNC:HGNC:11979,HPRD:09273,MIM:605523;Name=TOB1;description=transducer of ERBB2%2C 1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding;gene_synonym=APRO6,PIG49,TOB,TROB,TROB1"
"581","Homo_sapiens","TOB1","17",50832500,50834500,"-",50867978,50862223,27723,"Down",50832500,0.00312669,0,1,1,2,4,"ID=gene43698;Dbxref=GeneID:10140,HGNC:HGNC:11979,HPRD:09273,MIM:605523;Name=TOB1;description=transducer of ERBB2%2C 1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding;gene_synonym=APRO6,PIG49,TOB,TROB,TROB1"
"591","Homo_sapiens","TOB1","17",50840500,50843000,"-",50867978,50862223,19223,"Down",50840500,0.00313048,0,2,0,2,4,"ID=gene43698;Dbxref=GeneID:10140,HGNC:HGNC:11979,HPRD:09273,MIM:605523;Name=TOB1;description=transducer of ERBB2%2C 1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding;gene_synonym=APRO6,PIG49,TOB,TROB,TROB1"
"601","Homo_sapiens","TOB1","17",50843000,50845000,"-",50867978,50862223,17223,"Down",50843000,0.00300684,0,1,1,1,3,"ID=gene43698;Dbxref=GeneID:10140,HGNC:HGNC:11979,HPRD:09273,MIM:605523;Name=TOB1;description=transducer of ERBB2%2C 1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding;gene_synonym=APRO6,PIG49,TOB,TROB,TROB1"
"861","Homo_sapiens","APPBP2","17",60530500,60532500,"-",60526240,60443149,4260,"Up",60530500,0.00305715,0,2,0,2,4,"ID=gene43857;Dbxref=GeneID:10513,HGNC:HGNC:622,HPRD:05616,MIM:605324;Name=APPBP2;description=amyloid beta precursor protein binding protein 2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding;gene_synonym=APP-BP2,HS.84084,PAT1"
"871","Homo_sapiens","APPBP2","17",60569000,60571000,"-",60526240,60443149,42760,"Up",60569000,0.00313597,0,1,1,3,5,"ID=gene43857;Dbxref=GeneID:10513,HGNC:HGNC:622,HPRD:05616,MIM:605324;Name=APPBP2;description=amyloid beta precursor protein binding protein 2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding;gene_synonym=APP-BP2,HS.84084,PAT1"
"941","Homo_sapiens","SDK2","17",73550000,73552000,"-",73644482,73334384,-92482,"Inter",73550000,0.00305797,0,1,0,0,1,"ID=gene44098;Dbxref=GeneID:54549,HGNC:HGNC:19308,MIM:607217;Name=SDK2;description=sidekick cell adhesion molecule 2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"951","Homo_sapiens","SDK2","17",73605000,73607500,"-",73644482,73334384,-36982,"Inter",73605000,0.00307942,0,1,2,2,4,"ID=gene44098;Dbxref=GeneID:54549,HGNC:HGNC:19308,MIM:607217;Name=SDK2;description=sidekick cell adhesion molecule 2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"921","Homo_sapiens","SLC9A3R1","17",74761000,74763000,"+",74748612,74769360,-12388,"Inter",74761000,0.00310438,0,1,1,2,4,"ID=gene44132;Dbxref=GeneID:9368,HGNC:HGNC:11075,HPRD:05406,MIM:604990;Name=SLC9A3R1;description=SLC9A3 regulator 1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding;gene_synonym=EBP50,NHERF,NHERF-1,NHERF1,NPHLOP2"
"731","Homo_sapiens","SLC9A3R1","17",74791000,74793500,"+",74748612,74769360,21640,"Down",74791000,0.00306813,0,1,1,2,4,"ID=gene44132;Dbxref=GeneID:9368,HGNC:HGNC:11075,HPRD:05406,MIM:604990;Name=SLC9A3R1;description=SLC9A3 regulator 1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding;gene_synonym=EBP50,NHERF,NHERF-1,NHERF1,NPHLOP2"
"741","Homo_sapiens","SLC9A3R1","17",74795500,74797500,"+",74748612,74769360,26140,"Down",74795500,0.00302643,0,1,2,0,3,"ID=gene44132;Dbxref=GeneID:9368,HGNC:HGNC:11075,HPRD:05406,MIM:604990;Name=SLC9A3R1;description=SLC9A3 regulator 1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding;gene_synonym=EBP50,NHERF,NHERF-1,NHERF1,NPHLOP2"
"751","Homo_sapiens","SLC9A3R1","17",74807500,74809500,"+",74748612,74769360,38140,"Down",74807500,0.00301289,0,1,1,1,3,"ID=gene44132;Dbxref=GeneID:9368,HGNC:HGNC:11075,HPRD:05406,MIM:604990;Name=SLC9A3R1;description=SLC9A3 regulator 1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding;gene_synonym=EBP50,NHERF,NHERF-1,NHERF1,NPHLOP2"
"761","Homo_sapiens","BIRC5","17",78229500,78231500,"+",78214196,78225635,3865,"Down",78229500,0.00302926,0,0,3,3,6,"ID=gene44281;Dbxref=GeneID:332,HGNC:HGNC:593,MIM:603352;Name=BIRC5;description=baculoviral IAP repeat containing 5;gbkey=Gene;gene=BIRC5;gene_biotype=protein_coding;gene_synonym=API4,EPR-1"
"771","Homo_sapiens","BIRC5","17",78262000,78264000,"+",78214196,78225635,36365,"Down",78262000,0.00304791,0,0,3,2,5,"ID=gene44281;Dbxref=GeneID:332,HGNC:HGNC:593,MIM:603352;Name=BIRC5;description=baculoviral IAP repeat containing 5;gbkey=Gene;gene=BIRC5;gene_biotype=protein_coding;gene_synonym=API4,EPR-1"
"611","Homo_sapiens","SOCS3","17",78348000,78350000,"-",78360079,78356777,6777,"Down",78348000,0.00304784,0,2,0,0,2,"ID=gene44287;Dbxref=GeneID:9021,HGNC:HGNC:19391,MIM:604176;Name=SOCS3;description=suppressor of cytokine signaling 3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding;gene_synonym=ATOD4,CIS3,Cish3,SOCS-3,SSI-3,SSI3"
"881","Homo_sapiens","SOCS3","17",78373500,78375500,"-",78360079,78356777,13421,"Up",78373500,0.00301988,0,1,2,1,4,"ID=gene44287;Dbxref=GeneID:9021,HGNC:HGNC:19391,MIM:604176;Name=SOCS3;description=suppressor of cytokine signaling 3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding;gene_synonym=ATOD4,CIS3,Cish3,SOCS-3,SSI-3,SSI3"
"971","Homo_sapiens","CTBP1","4",1179000,1181000,"-",1250329,1211440,30440,"Down",1179000,0.0030752,0,1,0,1,2,"ID=gene11989;Dbxref=GeneID:1487,HGNC:HGNC:2494,HPRD:04015,MIM:602618;Name=CTBP1;description=C-terminal binding protein 1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding;gene_synonym=BARS"
"1041","Homo_sapiens","CTBP1","4",1237000,1239500,"-",1250329,1211440,-10829,"Inter",1237000,0.00325255,0,0,0,1,1,"ID=gene11989;Dbxref=GeneID:1487,HGNC:HGNC:2494,HPRD:04015,MIM:602618;Name=CTBP1;description=C-terminal binding protein 1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding;gene_synonym=BARS"
"981","Homo_sapiens","GNRHR","4",67717000,67719000,"-",67756086,67737375,18375,"Down",67717000,0.00316278,0,0,0,0,0,"ID=gene12818;Dbxref=GeneID:2798,HGNC:HGNC:4421,HPRD:00732,MIM:138850;Name=GNRHR;description=gonadotropin releasing hormone receptor;gbkey=Gene;gene=GNRHR;gene_biotype=protein_coding;gene_synonym=GNRHR1,GRHR,HH7,LHRHR,LRHR"
"1021","Homo_sapiens","HERC6","4",88414500,88417000,"+",88378565,88443097,-35935,"Inter",88414500,0.00312893,0,1,1,5,6,"ID=gene13182;Dbxref=GeneID:55008,HGNC:HGNC:26072,MIM:609249;Name=HERC6;description=HECT and RLD domain containing E3 ubiquitin protein ligase family member 6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"1031","Homo_sapiens","HERC6","4",88431500,88433500,"+",88378565,88443097,-52935,"Inter",88431500,0.00303627,0,1,0,2,3,"ID=gene13182;Dbxref=GeneID:55008,HGNC:HGNC:26072,MIM:609249;Name=HERC6;description=HECT and RLD domain containing E3 ubiquitin protein ligase family member 6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"1051","Homo_sapiens","UNC5C","4",95519000,95521500,"-",95549210,95162504,-27710,"Inter",95519000,0.00421756,1,0,0,1,2,"ID=gene13226;Dbxref=GeneID:8633,HGNC:HGNC:12569,MIM:603610;Name=UNC5C;description=unc-5 netrin receptor C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding;gene_synonym=UNC5H3"
"991","Homo_sapiens","FGF2","4",122907000,122909000,"+",122826708,122898235,8765,"Down",122907000,0.00300825,0,1,1,1,3,"ID=gene13595;Dbxref=GeneID:2247,HGNC:HGNC:3676,MIM:134920;Name=FGF2;description=fibroblast growth factor 2;gbkey=Gene;gene=FGF2;gene_biotype=protein_coding;gene_synonym=BFGF,FGF-2,FGFB,HBGF-2"
"961","Homo_sapiens","SPRY1","4",123353000,123355000,"+",123396791,123403760,41791,"Up",123353000,0.00304023,0,1,1,0,2,"ID=gene13601;Dbxref=GeneID:10252,HGNC:HGNC:11269,MIM:602465;Name=SPRY1;description=sprouty RTK signaling antagonist 1;gbkey=Gene;gene=SPRY1;gene_biotype=protein_coding;gene_synonym=hSPRY1"
"1001","Homo_sapiens","PDLIM3","4",185539000,185541000,"-",185535606,185500660,3394,"Up",185539000,0.00305303,0,2,1,1,4,"ID=gene14295;Dbxref=GeneID:27295,HGNC:HGNC:20767,MIM:605889;Name=PDLIM3;description=PDZ and LIM domain 3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding;gene_synonym=ALP"
"1011","Homo_sapiens","PDLIM3","4",185561000,185563500,"-",185535606,185500660,25394,"Up",185561000,0.00327854,0,0,0,0,0,"ID=gene14295;Dbxref=GeneID:27295,HGNC:HGNC:20767,MIM:605889;Name=PDLIM3;description=PDZ and LIM domain 3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding;gene_synonym=ALP"
"1091","Homo_sapiens","AR","X",67770000,67772000,"+",67544032,67730619,39381,"Down",67770000,0.00303368,0,1,0,1,2,"ID=gene52101;Dbxref=GeneID:367,HGNC:HGNC:644,HPRD:02437,MIM:313700;Name=AR;description=androgen receptor;gbkey=Gene;gene=AR;gene_biotype=protein_coding;gene_synonym=AIS,AR8,DHTR,HUMARA,HYSP1,KD,NR3C4,SBMA,SMAX1,TFM"
"1061","Homo_sapiens","FHL1","X",136126000,136128000,"+",136146702,136211359,18702,"Up",136126000,0.00309112,0,3,1,1,5,"ID=gene53022;Dbxref=GeneID:2273,HGNC:HGNC:3702,HPRD:02157,MIM:300163;Name=FHL1;description=four and a half LIM domains 1;gbkey=Gene;gene=FHL1;gene_biotype=protein_coding;gene_synonym=FHL-1,FHL1A,FHL1B,FLH1A,KYOT,RBMX1A,RBMX1B,SLIM,SLIM-1,SLIM1,SLIMMER,XMPMA"
"1071","Homo_sapiens","CDR1","X",140770000,140772000,"-",140784558,140783260,11260,"Down",140770000,0.00304597,0,1,1,3,5,"ID=gene53077;Dbxref=GeneID:1038,HGNC:HGNC:1798,MIM:302650;Name=CDR1;description=cerebellar degeneration related protein 1;gbkey=Gene;gene=CDR1;gene_biotype=protein_coding;gene_synonym=CDR,CDR34,CDR62A"
"1081","Homo_sapiens","TREX2","X",153398000,153400000,"-",153446487,153444720,44720,"Down",153398000,0.00315093,0,1,0,1,2,"ID=gene53262;Dbxref=GeneID:11219,HGNC:HGNC:12270,HPRD:02299,MIM:300370;Name=TREX2;description=three prime repair exonuclease 2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"110","Homo_sapiens","TREX2","X",153473500,153475500,"-",153446487,153444720,27013,"Up",153473500,0.00305,0,1,0,1,2,"ID=gene53262;Dbxref=GeneID:11219,HGNC:HGNC:12270,HPRD:02299,MIM:300370;Name=TREX2;description=three prime repair exonuclease 2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"111","Homo_sapiens","TREX2","X",153483000,153485000,"-",153446487,153444720,36513,"Up",153483000,0.00308906,0,1,0,0,1,"ID=gene53262;Dbxref=GeneID:11219,HGNC:HGNC:12270,HPRD:02299,MIM:300370;Name=TREX2;description=three prime repair exonuclease 2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"113","Homo_sapiens","G6PD","X",154532500,154535500,"-",154547586,154531390,-12086,"Inter",154532500,0.00336127,0,2,1,1,4,"ID=gene53329;Dbxref=GeneID:2539,HGNC:HGNC:4057,MIM:305900;Name=G6PD;description=glucose-6-phosphate dehydrogenase;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding;gene_synonym=G6PD1"
"114","Homo_sapiens","G6PD","X",154536000,154538000,"-",154547586,154531390,-9586,"Inter",154536000,0.00306238,0,2,0,0,2,"ID=gene53329;Dbxref=GeneID:2539,HGNC:HGNC:4057,MIM:305900;Name=G6PD;description=glucose-6-phosphate dehydrogenase;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding;gene_synonym=G6PD1"
"115","Homo_sapiens","G6PD","X",154543000,154545000,"-",154547586,154531390,-2586,"Inter",154543000,0.00307453,0,1,0,2,3,"ID=gene53329;Dbxref=GeneID:2539,HGNC:HGNC:4057,MIM:305900;Name=G6PD;description=glucose-6-phosphate dehydrogenase;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding;gene_synonym=G6PD1"
"112","Homo_sapiens","G6PD","X",154578500,154580500,"-",154547586,154531390,30914,"Up",154578500,0.00304064,0,1,2,2,5,"ID=gene53329;Dbxref=GeneID:2539,HGNC:HGNC:4057,MIM:305900;Name=G6PD;description=glucose-6-phosphate dehydrogenase;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding;gene_synonym=G6PD1"
"118","Pongo_abelii","FKBP4","12",2802000,2804000,"+",2824949,2833960,20949,"Up",2802000,0.0030889,0,1,1,0,2,"ID=gene19715;Dbxref=GeneID:100449665;Name=FKBP4;gbkey=Gene;gene=FKBP4;gene_biotype=protein_coding"
"242","Pongo_abelii","SCNN1A","12",6632000,6634000,"-",6582831,6550900,49169,"Up",6632000,0.00300998,0,1,1,4,6,"ID=gene19770;Dbxref=GeneID:100442318;Name=SCNN1A;gbkey=Gene;gene=SCNN1A;gene_biotype=protein_coding"
"252","Pongo_abelii","MGP","12",15402500,15404500,"-",15363274,15359323,39226,"Up",15402500,0.00316738,0,2,1,2,5,"ID=gene19980;Dbxref=GeneID:100171893;Name=MGP;description=matrix Gla protein;gbkey=Gene;gene=MGP;gene_biotype=protein_coding"
"182","Pongo_abelii","BICD1","12",33463500,33465500,"+",33137214,33423111,40389,"Down",33463500,0.00312854,0,2,0,1,3,"ID=gene20107;Dbxref=GeneID:100456297;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"132","Pongo_abelii","VDR","12",47440000,47442000,"-",47590285,47480087,38087,"Down",47440000,0.00302205,0,1,0,0,1,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"142","Pongo_abelii","VDR","12",47467500,47470000,"-",47590285,47480087,10087,"Down",47467500,0.00311938,0,1,0,2,3,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"302","Pongo_abelii","VDR","12",47530000,47532000,"-",47590285,47480087,-58285,"Inter",47530000,0.00302347,0,1,1,1,3,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"312","Pongo_abelii","VDR","12",47549500,47552000,"-",47590285,47480087,-38285,"Inter",47549500,0.00305125,0,1,0,1,2,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"322","Pongo_abelii","VDR","12",47557500,47559500,"-",47590285,47480087,-30785,"Inter",47557500,0.00302179,0,1,0,2,3,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"262","Pongo_abelii","VDR","12",47607500,47609500,"-",47590285,47480087,17215,"Up",47607500,0.00309342,0,1,2,1,4,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"272","Pongo_abelii","VDR","12",47634000,47636000,"-",47590285,47480087,43715,"Up",47634000,0.00301237,0,0,2,1,3,"ID=gene20188;Dbxref=GeneID:100174538;Name=VDR;description=vitamin D (1%2C25- dihydroxyvitamin D3) receptor;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"152","Pongo_abelii","WNT10B","12",48610500,48612500,"-",48629369,48622854,10354,"Down",48610500,0.00303629,0,1,1,0,2,"ID=gene20223;Dbxref=GeneID:100440744;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"332","Pongo_abelii","WNT10B","12",48623500,48625500,"-",48629369,48622854,-3869,"Inter",48623500,0.00300713,0,1,0,0,1,"ID=gene20223;Dbxref=GeneID:100440744;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"212","Pongo_abelii","WNT1","12",48610500,48612500,"+",48636163,48640332,23663,"Up",48610500,0.00303629,0,1,1,0,2,"ID=gene20224;Dbxref=GeneID:100441356;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"313","Pongo_abelii","WNT1","12",48623500,48625500,"+",48636163,48640332,10663,"Up",48623500,0.00300713,0,1,0,0,1,"ID=gene20224;Dbxref=GeneID:100441356;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"292","Pongo_abelii","NR4A1","12",51757000,51759500,"+",51748564,51771018,-8436,"Inter",51757000,0.00314362,0,2,2,2,5,"ID=gene20296;Dbxref=GeneID:100172457;Name=NR4A1;description=nuclear receptor subfamily 4%2C group A%2C member 1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding"
"412","Pongo_abelii","KRT7","12",51907500,51910000,"+",51935973,51952155,25973,"Up",51907500,0.00323432,0,2,1,1,4,"ID=gene20305;Dbxref=GeneID:100445745;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"192","Pongo_abelii","KRT7","12",51968500,51970500,"+",51935973,51952155,16345,"Down",51968500,0.00301498,0,0,0,3,3,"ID=gene20305;Dbxref=GeneID:100445745;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"202","Pongo_abelii","KRT7","12",51990500,51994000,"+",51935973,51952155,38345,"Down",51990500,0.00319862,0,1,2,2,5,"ID=gene20305;Dbxref=GeneID:100445745;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"213","Pongo_abelii","KRT7","12",51996500,51998500,"+",51935973,51952155,44345,"Down",51996500,0.00322429,0,1,1,2,4,"ID=gene20305;Dbxref=GeneID:100445745;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"512","Pongo_abelii","HOXC13","12",53665500,53667500,"+",53713236,53720983,45736,"Up",53665500,0.00300959,0,1,0,1,2,"ID=gene20373;Dbxref=GeneID:100448600;Name=HOXC13;gbkey=Gene;gene=HOXC13;gene_biotype=protein_coding"
"612","Pongo_abelii","SUOX","12",55718000,55720500,"+",55754087,55768055,33587,"Up",55718000,0.00304577,0,1,0,1,2,"ID=gene20450;Dbxref=GeneID:100171415;Name=SUOX;description=sulfite oxidase;end_range=55768055,.;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding;partial=true"
"712","Pongo_abelii","SUOX","12",55731000,55733500,"+",55754087,55768055,20587,"Up",55731000,0.00316016,0,1,0,5,6,"ID=gene20450;Dbxref=GeneID:100171415;Name=SUOX;description=sulfite oxidase;end_range=55768055,.;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding;partial=true"
"812","Pongo_abelii","SHMT2","12",57005500,57008000,"+",57042031,57047271,34031,"Up",57005500,0.00319291,0,2,0,1,3,"ID=gene20504;Dbxref=GeneID:100171597;Name=SHMT2;description=serine hydroxymethyltransferase 2 (mitochondrial);gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"912","Pongo_abelii","SHMT2","12",57010500,57013000,"+",57042031,57047271,29031,"Up",57010500,0.00314498,0,1,0,0,1,"ID=gene20504;Dbxref=GeneID:100171597;Name=SHMT2;description=serine hydroxymethyltransferase 2 (mitochondrial);gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"162","Pongo_abelii","DDIT3","12",57296000,57298500,"-",57339038,57334885,36385,"Down",57296000,0.00301888,0,1,2,2,4,"ID=gene20514;Dbxref=GeneID:100439399;Name=DDIT3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding"
"172","Pongo_abelii","CPM","12",69101500,69103500,"-",69201667,69115836,12336,"Down",69101500,0.00301796,0,1,3,1,5,"ID=gene20618;Dbxref=GeneID:100171502;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"342","Pongo_abelii","CPM","12",69163500,69165500,"-",69201667,69115836,-36167,"Inter",69163500,0.00303736,0,1,0,1,2,"ID=gene20618;Dbxref=GeneID:100171502;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"352","Pongo_abelii","CPM","12",69169000,69171000,"-",69201667,69115836,-30667,"Inter",69169000,0.00305964,0,1,0,1,2,"ID=gene20618;Dbxref=GeneID:100171502;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"282","Pongo_abelii","CPM","12",69217500,69219500,"-",69201667,69115836,15833,"Up",69217500,0.0030559,0,1,2,2,5,"ID=gene20618;Dbxref=GeneID:100171502;Name=CPM;description=carboxypeptidase M;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"1012","Pongo_abelii","RAN","12",133769000,133771500,"+",133795745,133800821,24245,"Up",133769000,0.00303733,0,2,1,1,4,"ID=gene21198;Dbxref=GeneID:100173539;Name=RAN;description=RAN%2C member RAS oncogene family;gbkey=Gene;gene=RAN;gene_biotype=protein_coding;partial=true;start_range=.,133795745"
"222","Pongo_abelii","RAN","12",133811500,133813500,"+",133795745,133800821,10679,"Down",133811500,0.00302119,0,0,0,1,1,"ID=gene21198;Dbxref=GeneID:100173539;Name=RAN;description=RAN%2C member RAS oncogene family;gbkey=Gene;gene=RAN;gene_biotype=protein_coding;partial=true;start_range=.,133795745"
"119","Pongo_abelii","PUS1","12",134971500,134973500,"+",134985082,134997127,11582,"Up",134971500,0.0030657,0,2,0,2,4,"ID=gene21213;Dbxref=GeneID:100450760;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"122","Pongo_abelii","PUS1","12",134978500,134980500,"+",134985082,134997127,4582,"Up",134978500,0.00301225,0,1,0,1,2,"ID=gene21213;Dbxref=GeneID:100450760;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"232","Pongo_abelii","PUS1","12",135012500,135014500,"+",134985082,134997127,15373,"Down",135012500,0.00302064,0,0,1,0,1,"ID=gene21213;Dbxref=GeneID:100450760;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"613","Pongo_abelii","TP53","17",7726500,7728500,"-",7695212,7676064,31288,"Up",7726500,0.00304169,0,1,0,2,3,"ID=gene25944;Dbxref=GeneID:100435218;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"432","Pongo_abelii","VTN","17",22962000,22964000,"-",23016994,23013097,49097,"Down",22962000,0.00315335,0,1,0,3,4,"ID=gene26188;Dbxref=GeneID:100174092;Name=VTN;description=vitronectin;gbkey=Gene;gene=VTN;gene_biotype=protein_coding"
