"","genome_position","N","mean_Kd_inverse","N_over_1.5","N_0.15_to_1.5","N_0.09_to_0.15","N_0.04_to_0.09","Total_over_0.04"
"90466",45233000,1000,0.00286185,0,0,0,0,0
"90467",45233500,1000,0.00285104,0,0,0,1,1
"90468",45234000,1000,0.00273554,0,0,0,1,1
"90469",45234500,1000,0.0025991,0,0,0,0,0
"90470",45235000,1000,0.0026697,0,1,0,0,1
"90471",45235500,1000,0.00270251,0,1,0,0,1
"90472",45236000,1000,0.00264436,0,0,0,0,0
"90473",45236500,1000,0.00260587,0,0,0,2,2
"90474",45237000,1000,0.00290243,0,1,0,2,3
"90475",45237500,1000,0.00300562,0,1,0,0,1
"90476",45238000,1000,0.00268234,0,0,0,0,0
"90477",45238500,1000,0.0026983,0,0,0,0,0
"90478",45239000,1000,0.00282631,0,0,0,1,1
"90479",45239500,1000,0.00291894,0,1,0,1,2
"90480",45240000,1000,0.00279395,0,1,0,2,3
"90481",45240500,1000,0.00268166,0,0,0,3,3
"90482",45241000,1000,0.00270902,0,0,0,1,1
"90483",45241500,1000,0.00253865,0,0,0,0,0
"90484",45242000,1000,0.00249762,0,0,0,0,0
"90485",45242500,1000,0.00259409,0,0,0,0,0
"90486",45243000,1000,0.00268231,0,0,0,0,0
"90487",45243500,1000,0.00272899,0,0,0,0,0
"90488",45244000,1000,0.0026968,0,0,0,0,0
"90489",45244500,1000,0.00291983,0,0,0,2,2
"90490",45245000,1000,0.00306216,0,0,1,2,3
"90491",45245500,1000,0.00279525,0,0,1,0,1
"90492",45246000,1000,0.00264725,0,0,0,1,1
"90493",45246500,1000,0.00266752,0,0,0,1,1
"90494",45247000,1000,0.00256739,0,0,0,0,0
"90495",45247500,1000,0.00251824,0,0,0,1,1
"90496",45248000,1000,0.00250084,0,0,0,1,1
"90497",45248500,1000,0.00258547,0,0,0,0,0
"90498",45249000,1000,0.00267289,0,0,0,1,1
"90499",45249500,1000,0.00275638,0,0,0,3,3
"90500",45250000,1000,0.00276046,0,0,0,2,2
"90501",45250500,1000,0.00264965,0,0,0,0,0
"90502",45251000,1000,0.00260419,0,0,0,0,0
"90503",45251500,1000,0.00261872,0,0,0,1,1
"90504",45252000,1000,0.00264456,0,0,0,2,2
"90505",45252500,1000,0.0026674,0,0,0,1,1
"90506",45253000,1000,0.00267573,0,0,0,0,0
"90507",45253500,1000,0.00296603,0,0,1,2,3
"90508",45254000,1000,0.0029612,0,0,1,2,3
"90509",45254500,1000,0.00263006,0,0,0,1,1
"90510",45255000,1000,0.00271483,0,0,1,1,2
"90511",45255500,1000,0.00277288,0,0,1,0,1
"90512",45256000,1000,0.00274562,0,0,0,1,1
"90513",45256500,1000,0.00275289,0,0,0,2,2
"90514",45257000,1000,0.00262251,0,0,0,1,1
"90515",45257500,1000,0.00254822,0,0,0,0,0
"90516",45258000,1000,0.00265024,0,0,0,0,0
"90517",45258500,1000,0.00264138,0,0,0,0,0
"90518",45259000,1000,0.00257384,0,0,0,0,0
"90519",45259500,1000,0.00257259,0,0,0,1,1
"90520",45260000,1000,0.00270658,0,0,0,2,2
"90521",45260500,1000,0.00280083,0,0,0,2,2
"90522",45261000,1000,0.00276396,0,0,0,1,1
"90523",45261500,1000,0.00264339,0,0,0,1,1
"90524",45262000,1000,0.00254054,0,0,0,1,1
"90525",45262500,1000,0.0026644,0,0,0,0,0
"90526",45263000,1000,0.0028914,0,0,0,1,1
"90527",45263500,1000,0.00290073,0,0,0,1,1
"90528",45264000,1000,0.00276747,0,0,0,0,0
"90529",45264500,1000,0.00272813,0,0,0,1,1
"90530",45265000,1000,0.00274634,0,0,0,3,3
"90531",45265500,1000,0.00276586,0,0,1,2,3
"90532",45266000,1000,0.00280522,0,0,1,0,1
"90533",45266500,1000,0.00269669,0,0,0,0,0
"90534",45267000,1000,0.00264388,0,0,0,0,0
"90535",45267500,1000,0.00263019,0,0,0,0,0
"90536",45268000,1000,0.00264053,0,0,0,1,1
"90537",45268500,1000,0.00276858,0,0,0,2,2
"90538",45269000,1000,0.00267407,0,0,0,1,1
"90539",45269500,1000,0.00258958,0,0,0,0,0
"90540",45270000,1000,0.00256123,0,0,0,0,0
"90541",45270500,1000,0.0025281,0,0,0,0,0
"90542",45271000,1000,0.00263335,0,0,0,0,0
"90543",45271500,1000,0.00265307,0,0,1,1,2
"90544",45272000,1000,0.00260817,0,0,1,1,2
"90545",45272500,1000,0.00257821,0,0,0,0,0
"90546",45273000,1000,0.00249734,0,0,0,0,0
"90547",45273500,1000,0.00262003,0,0,0,1,1
"90548",45274000,1000,0.00278318,0,0,0,1,1
"90549",45274500,1000,0.00285436,0,0,1,1,2
"90550",45275000,1000,0.00271278,0,0,1,1,2
"90551",45275500,1000,0.00256793,0,0,0,1,1
"90552",45276000,1000,0.00256887,0,0,0,1,1
"90553",45276500,1000,0.00257511,0,0,0,1,1
"90554",45277000,1000,0.00272455,0,0,0,2,2
"90555",45277500,1000,0.00284755,0,0,1,1,2
"90556",45278000,1000,0.00262978,0,0,1,0,1
"90557",45278500,1000,0.00247815,0,0,0,1,1
"90558",45279000,1000,0.00257857,0,0,0,1,1
"90559",45279500,1000,0.00263144,0,0,0,2,2
"90560",45280000,1000,0.00268345,0,0,0,2,2
"90561",45280500,1000,0.0027901,0,0,1,1,2
"90562",45281000,1000,0.00273508,0,0,1,1,2
"90563",45281500,1000,0.00259007,0,0,0,1,1
"90564",45282000,1000,0.0026024,0,0,0,2,2
"90565",45282500,1000,0.00276097,0,0,1,1,2
"90566",45283000,1000,0.00300327,0,0,1,1,2
"90567",45283500,1000,0.00284498,0,0,0,1,1
"90568",45284000,1000,0.00300971,0,1,0,1,2
"90569",45284500,1000,0.00305765,0,1,0,1,2
"90570",45285000,1000,0.00284147,0,1,0,2,3
"90571",45285500,1000,0.00280074,0,1,0,3,4
"90572",45286000,1000,0.00266126,0,0,0,1,1
"90573",45286500,1000,0.00278778,0,0,0,1,1
"90574",45287000,1000,0.00277978,0,0,0,1,1
"90575",45287500,1000,0.00274823,0,0,0,1,1
"90576",45288000,1000,0.00277545,0,0,0,1,1
"90577",45288500,1000,0.0027695,0,0,1,1,2
"90578",45289000,1000,0.00281089,0,0,1,2,3
"90579",45289500,1000,0.00268552,0,0,0,1,1
"90580",45290000,1000,0.00265836,0,0,0,0,0
"90581",45290500,1000,0.00292629,0,0,1,2,3
"90582",45291000,1000,0.00296425,0,0,1,2,3
"90583",45291500,1000,0.00272374,0,0,0,0,0
"90584",45292000,1000,0.00265638,0,0,0,0,0
"90585",45292500,1000,0.00299387,0,1,2,0,3
"90586",45293000,1000,0.00336587,0,2,2,0,4
"90587",45293500,1000,0.00312138,0,1,0,0,1
"90588",45294000,1000,0.00282286,0,0,1,0,1
"90589",45294500,1000,0.00272095,0,0,1,0,1
"90590",45295000,1000,0.00252969,0,0,0,0,0
"90591",45295500,1000,0.00259261,0,0,0,0,0
"90592",45296000,1000,0.00273546,0,0,0,1,1
"90593",45296500,1000,0.00260688,0,0,0,1,1
"90594",45297000,1000,0.00256741,0,0,0,0,0
"90595",45297500,1000,0.00278959,0,0,1,1,2
"90596",45298000,1000,0.0026794,0,0,1,1,2
"90597",45298500,1000,0.0025905,0,0,0,0,0
"90598",45299000,1000,0.00275228,0,0,0,0,0
"90599",45299500,1000,0.0027573,0,0,0,2,2
"90600",45300000,1000,0.00281887,0,0,1,3,4
"90601",45300500,1000,0.00271516,0,0,1,2,3
"90602",45301000,1000,0.00266765,0,0,0,3,3
"90603",45301500,1000,0.00260551,0,0,0,2,2
"90604",45302000,1000,0.00250702,0,0,0,0,0
"90605",45302500,1000,0.00265001,0,0,0,2,2
"90606",45303000,1000,0.00279059,0,0,0,4,4
"90607",45303500,1000,0.00271157,0,0,0,4,4
"90608",45304000,1000,0.00268896,0,0,0,4,4
"90609",45304500,1000,0.00273276,0,0,0,3,3
"90610",45305000,1000,0.00273394,0,0,1,2,3
"90611",45305500,1000,0.00277723,0,0,1,1,2
"90612",45306000,1000,0.00260499,0,0,0,0,0
"90613",45306500,1000,0.00253023,0,0,0,0,0
"90614",45307000,1000,0.00257906,0,0,0,0,0
"90615",45307500,1000,0.00260809,0,0,0,0,0
"90616",45308000,1000,0.00259845,0,0,0,0,0
"90617",45308500,1000,0.00276599,0,0,1,0,1
"90618",45309000,1000,0.00292036,0,0,1,0,1
"90619",45309500,1000,0.00285367,0,0,0,2,2
"90620",45310000,1000,0.00273019,0,0,0,3,3
"90621",45310500,1000,0.0026874,0,0,0,2,2
"90622",45311000,1000,0.00279251,0,0,0,1,1
"90623",45311500,1000,0.00276258,0,0,0,0,0
"90624",45312000,1000,0.00271465,0,0,0,2,2
"90625",45312500,1000,0.00280304,0,0,0,3,3
"90626",45313000,1000,0.00282595,0,0,0,1,1
"90627",45313500,1000,0.00300633,0,1,0,0,1
"90628",45314000,1000,0.002904,0,1,0,0,1
"90629",45314500,1000,0.00256244,0,0,0,0,0
"90630",45315000,1000,0.00262147,0,0,0,0,0
"90631",45315500,1000,0.00270209,0,0,0,1,1
"90632",45316000,1000,0.00270297,0,0,0,1,1
"90633",45316500,1000,0.00248815,0,0,0,0,0
"90634",45317000,1000,0.00229721,0,0,0,0,0
"90635",45317500,1000,0.00247987,0,0,0,0,0
"90636",45318000,1000,0.00262338,0,0,0,0,0
"90637",45318500,1000,0.00260296,0,0,0,0,0
"90638",45319000,1000,0.00267662,0,0,0,0,0
"90639",45319500,1000,0.00275466,0,0,0,0,0
"90640",45320000,1000,0.00273881,0,0,0,0,0
"90641",45320500,1000,0.00266605,0,0,0,0,0
"90642",45321000,1000,0.00265271,0,0,0,0,0
"90643",45321500,1000,0.00276263,0,0,0,2,2
"90644",45322000,1000,0.00303643,0,1,1,2,4
"90645",45322500,1000,0.00301542,0,1,1,1,3
"90646",45323000,1000,0.00279534,0,0,0,1,1
"90647",45323500,1000,0.00286514,0,0,0,1,1
"90648",45324000,1000,0.00289621,0,0,1,1,2
"90649",45324500,1000,0.00287579,0,0,2,1,3
"90650",45325000,1000,0.00273999,0,0,1,1,2
"90651",45325500,1000,0.00268968,0,0,0,3,3
"90652",45326000,1000,0.0027809,0,0,1,3,4
"90653",45326500,1000,0.00282607,0,0,1,0,1
"90654",45327000,1000,0.00278357,0,0,0,1,1
"90655",45327500,1000,0.00275072,0,0,0,3,3
"90656",45328000,1000,0.0028327,0,0,1,3,4
"90657",45328500,1000,0.00263532,0,0,1,1,2
"90658",45329000,1000,0.0024967,0,0,0,0,0
"90659",45329500,1000,0.00264106,0,0,0,1,1
"90660",45330000,1000,0.00273453,0,0,0,3,3
"90661",45330500,1000,0.00266742,0,0,0,2,2
"90662",45331000,1000,0.00251401,0,0,0,0,0
"90663",45331500,1000,0.00254046,0,0,0,1,1
"90664",45332000,1000,0.00264906,0,0,0,1,1
"90665",45332500,1000,0.0026345,0,0,0,0,0
"90666",45333000,1000,0.00271089,0,0,0,1,1
"90667",45333500,1000,0.00282901,0,0,0,1,1
"90668",45334000,1000,0.00267473,0,0,0,0,0
"90669",45334500,1000,0.00267276,0,0,0,1,1
"90670",45335000,1000,0.00277159,0,0,0,3,3
"90671",45335500,1000,0.00280262,0,0,0,3,3
"90672",45336000,1000,0.00290015,0,1,0,1,2
"90673",45336500,1000,0.00297837,0,2,0,0,2
"90674",45337000,1000,0.00285259,0,1,0,1,2
"90675",45337500,1000,0.00262159,0,0,0,1,1
"90676",45338000,1000,0.00288293,0,1,0,1,2
"90677",45338500,1000,0.00297342,0,1,0,4,5
"90678",45339000,1000,0.00273854,0,0,0,3,3
"90679",45339500,1000,0.0027303,0,0,0,1,1
"90680",45340000,1000,0.00282004,0,0,0,2,2
"90681",45340500,1000,0.00286606,0,0,1,2,3
"90682",45341000,1000,0.00279291,0,0,1,2,3
"90683",45341500,1000,0.00278729,0,0,0,1,1
"90684",45342000,1000,0.00273763,0,0,0,0,0
"90685",45342500,1000,0.00254547,0,0,0,0,0
"90686",45343000,1000,0.00257529,0,0,0,0,0
"90687",45343500,1000,0.0026175,0,0,0,0,0
"90688",45344000,1000,0.00261374,0,0,0,2,2
"90689",45344500,1000,0.00271853,0,0,0,4,4
"90690",45345000,1000,0.00268987,0,0,0,3,3
"90691",45345500,1000,0.00257459,0,0,0,1,1
"90692",45346000,1000,0.00276769,0,1,0,1,2
"90693",45346500,1000,0.00283124,0,1,0,1,2
"90694",45347000,1000,0.00273192,0,0,0,3,3
"90695",45347500,1000,0.00263936,0,0,0,3,3
"90696",45348000,1000,0.00249998,0,0,0,0,0
"90697",45348500,1000,0.00256972,0,0,0,0,0
"90698",45349000,1000,0.00253884,0,0,0,0,0
"90699",45349500,1000,0.00250142,0,0,0,0,0
"90700",45350000,1000,0.00242676,0,0,0,0,0
"90701",45350500,1000,0.00238256,0,0,0,0,0
"90702",45351000,1000,0.00249062,0,0,1,0,1
"90703",45351500,1000,0.00253842,0,0,1,0,1
"90704",45352000,1000,0.00265757,0,0,1,0,1
"90705",45352500,1000,0.00273742,0,0,1,1,2
"90706",45353000,1000,0.00262928,0,0,0,1,1
"90707",45353500,1000,0.00265206,0,0,0,2,2
"90708",45354000,1000,0.0026744,0,0,0,3,3
"90709",45354500,1000,0.00268661,0,0,0,1,1
"90710",45355000,1000,0.00279613,0,0,0,1,1
"90711",45355500,1000,0.00280196,0,0,0,2,2
"90712",45356000,1000,0.0028938,0,0,1,2,3
"90713",45356500,1000,0.00273251,0,0,1,1,2
"90714",45357000,1000,0.00266584,0,0,1,0,1
"90715",45357500,1000,0.00270015,0,0,1,0,1
"90716",45358000,1000,0.00247695,0,0,0,0,0
"90717",45358500,1000,0.00245173,0,0,0,0,0
"90718",45359000,1000,0.00253723,0,0,0,1,1
"90719",45359500,1000,0.00264923,0,0,1,1,2
"90720",45360000,1000,0.00260467,0,0,1,1,2
"90721",45360500,1000,0.00251987,0,0,0,1,1
"90722",45361000,1000,0.00253321,0,0,0,0,0
"90723",45361500,1000,0.00261703,0,0,0,0,0
"90724",45362000,1000,0.00272167,0,0,1,0,1
"90725",45362500,1000,0.00272945,0,0,1,0,1
"90726",45363000,1000,0.00265807,0,0,0,0,0
"90727",45363500,1000,0.00271107,0,0,0,1,1
"90728",45364000,1000,0.00283671,0,0,1,2,3
"90729",45364500,1000,0.00286747,0,0,1,1,2
"90730",45365000,1000,0.00284571,0,0,0,2,2
"90731",45365500,1000,0.0026558,0,0,0,2,2
"90732",45366000,1000,0.00259093,0,0,0,0,0
"90733",45366500,1000,0.00280018,0,0,0,1,1
"90734",45367000,1000,0.00284609,0,0,0,3,3
"90735",45367500,1000,0.00282826,0,0,2,2,4
"90736",45368000,1000,0.00280452,0,0,2,2,4
"90737",45368500,1000,0.00266917,0,0,0,2,2
"90738",45369000,1000,0.00254136,0,0,0,0,0
"90739",45369500,1000,0.00247256,0,0,0,0,0
"90740",45370000,1000,0.00263553,0,0,1,1,2
"90741",45370500,1000,0.00277989,0,0,2,2,4
"90742",45371000,1000,0.00265789,0,0,1,2,3
"90743",45371500,1000,0.00240895,0,0,0,1,1
"90744",45372000,1000,0.00240716,0,0,0,1,1
"90745",45372500,1000,0.00277241,0,0,1,4,5
"90746",45373000,1000,0.0029296,0,0,1,4,5
"90747",45373500,1000,0.00275469,0,0,0,1,1
"90748",45374000,1000,0.00297751,0,1,0,2,3
"90749",45374500,1000,0.00293038,0,1,0,2,3
"90750",45375000,1000,0.0027118,0,0,0,0,0
"90751",45375500,1000,0.0028808,0,1,0,0,1
"90752",45376000,1000,0.00281599,0,1,0,0,1
"90753",45376500,1000,0.00258398,0,0,0,0,0
"90754",45377000,1000,0.00258965,0,0,0,0,0
"90755",45377500,1000,0.00284757,0,0,1,0,1
"90756",45378000,1000,0.00283299,0,0,1,0,1
"90757",45378500,1000,0.00275244,0,0,0,1,1
"90758",45379000,1000,0.0027482,0,0,0,1,1
"90759",45379500,1000,0.00278424,0,0,0,2,2
"90760",45380000,1000,0.00281686,0,0,1,2,3
"90761",45380500,1000,0.00276143,0,0,1,0,1
"90762",45381000,1000,0.00265971,0,0,0,2,2
"90763",45381500,1000,0.0026303,0,0,0,3,3
"90764",45382000,1000,0.00259772,0,0,0,1,1
"90765",45382500,1000,0.00257036,0,0,0,0,0
"90766",45383000,1000,0.00258262,0,0,0,0,0
"90767",45383500,1000,0.00273838,0,0,1,1,2
"90768",45384000,1000,0.00285023,0,0,1,2,3
"90769",45384500,1000,0.00268678,0,0,0,1,1
"90770",45385000,1000,0.00262927,0,0,0,0,0
"90771",45385500,1000,0.0026556,0,0,0,1,1
"90772",45386000,1000,0.00252786,0,0,0,1,1
"90773",45386500,1000,0.00270139,0,0,0,1,1
"90774",45387000,1000,0.00283288,0,0,0,1,1
"90775",45387500,1000,0.00281879,0,0,1,1,2
"90776",45388000,1000,0.00273323,0,0,1,1,2
"90777",45388500,1000,0.00260988,0,0,0,0,0
"90778",45389000,1000,0.00266339,0,0,0,0,0
"90779",45389500,1000,0.00269749,0,0,0,0,0
"90780",45390000,1000,0.00264888,0,0,0,0,0
"90781",45390500,1000,0.00256014,0,0,0,1,1
"90782",45391000,1000,0.00270089,0,1,0,1,2
"90783",45391500,1000,0.00275819,0,1,0,0,1
"90784",45392000,1000,0.00276473,0,0,0,1,1
"90785",45392500,1000,0.00275751,0,0,0,1,1
"90786",45393000,1000,0.00274682,0,0,0,0,0
"90787",45393500,1000,0.00280236,0,1,0,1,2
"90788",45394000,1000,0.00279431,0,1,0,1,2
"90789",45394500,1000,0.0030331,0,1,0,0,1
"90790",45395000,1000,0.0029384,0,1,0,0,1
"90791",45395500,1000,0.00259862,0,0,0,0,0
"90792",45396000,1000,0.00263021,0,0,0,1,1
"90793",45396500,1000,0.00275326,0,0,0,3,3
"90794",45397000,1000,0.00279903,0,0,0,2,2
"90795",45397500,1000,0.00284281,0,1,0,0,1
"90796",45398000,1000,0.00287729,0,1,0,1,2
"90797",45398500,1000,0.0028218,0,0,0,3,3
"90798",45399000,1000,0.00290715,0,0,1,3,4
"90799",45399500,1000,0.00273084,0,0,1,1,2
"90800",45400000,1000,0.00250884,0,0,0,0,0
"90801",45400500,1000,0.0026292,0,0,0,0,0
"90802",45401000,1000,0.00265744,0,0,0,0,0
"90803",45401500,1000,0.00281469,0,0,1,1,2
"90804",45402000,1000,0.00288347,0,0,1,1,2
"90805",45402500,1000,0.00292327,0,1,1,0,2
"90806",45403000,1000,0.00298195,0,1,1,0,2
"90807",45403500,1000,0.0027689,0,0,0,1,1
"90808",45404000,1000,0.00272035,0,0,0,1,1
"90809",45404500,1000,0.00274289,0,0,0,0,0
"90810",45405000,1000,0.00275013,0,0,0,1,1
"90811",45405500,1000,0.00268793,0,0,0,1,1
"90812",45406000,1000,0.00258307,0,0,0,0,0
"90813",45406500,1000,0.00262593,0,0,0,0,0
"90814",45407000,1000,0.00264094,0,0,0,1,1
"90815",45407500,1000,0.0025949,0,0,0,3,3
"90816",45408000,1000,0.0026697,0,0,0,2,2
"90817",45408500,1000,0.00264351,0,0,0,0,0
"90818",45409000,1000,0.00272398,0,0,0,0,0
"90819",45409500,1000,0.00283748,0,0,0,0,0
"90820",45410000,1000,0.00274632,0,0,0,0,0
"90821",45410500,1000,0.00274796,0,0,0,1,1
"90822",45411000,1000,0.00274743,0,0,0,1,1
"90823",45411500,1000,0.0027606,0,0,1,0,1
"90824",45412000,1000,0.0029525,0,1,1,0,2
"90825",45412500,1000,0.00288486,0,1,0,0,1
"90826",45413000,1000,0.00275292,0,0,0,1,1
"90827",45413500,1000,0.00295612,0,1,0,3,4
"90828",45414000,1000,0.00278456,0,1,0,2,3
"90829",45414500,1000,0.00275224,0,0,0,3,3
"90830",45415000,1000,0.00288494,0,0,0,4,4
"90831",45415500,1000,0.00276214,0,0,0,2,2
"90832",45416000,1000,0.00272138,0,0,0,3,3
"90833",45416500,1000,0.00270053,0,0,0,4,4
"90834",45417000,1000,0.00273051,0,0,1,2,3
"90835",45417500,1000,0.00280161,0,0,2,2,4
"90836",45418000,1000,0.00276228,0,0,1,3,4
"90837",45418500,1000,0.00262159,0,0,0,1,1
"90838",45419000,1000,0.00257656,0,0,0,0,0
"90839",45419500,1000,0.00244142,0,0,0,0,0
"90840",45420000,1000,0.00240477,0,0,0,0,0
"90841",45420500,1000,0.00256086,0,0,0,2,2
"90842",45421000,1000,0.00265308,0,0,0,3,3
"90843",45421500,1000,0.00272638,0,0,0,3,3
"90844",45422000,1000,0.00266372,0,0,0,2,2
"90845",45422500,1000,0.00268394,0,0,1,1,2
"90846",45423000,1000,0.00265499,0,0,1,1,2
"90847",45423500,1000,0.00249524,0,0,0,0,0
"90848",45424000,1000,0.0026965,0,0,1,0,1
"90849",45424500,1000,0.0028114,0,0,1,1,2
"90850",45425000,1000,0.0026189,0,0,0,1,1
"90851",45425500,1000,0.00260837,0,0,0,0,0
"90852",45426000,1000,0.00275491,0,0,0,0,0
"90853",45426500,1000,0.00275411,0,0,0,0,0
"90854",45427000,1000,0.00273833,0,0,0,0,0
"90855",45427500,1000,0.0026577,0,0,0,0,0
"90856",45428000,1000,0.00253677,0,0,0,0,0
"90857",45428500,1000,0.00261108,0,0,0,0,0
"90858",45429000,1000,0.00265797,0,0,0,0,0
"90859",45429500,1000,0.00255221,0,0,1,0,1
"90860",45430000,1000,0.00257183,0,0,2,0,2
"90861",45430500,1000,0.00262393,0,0,1,1,2
"90862",45431000,1000,0.00261749,0,0,0,1,1
"90863",45431500,1000,0.00253031,0,0,0,0,0
"90864",45432000,1000,0.00255068,0,0,1,0,1
"90865",45432500,1000,0.00252525,0,0,1,0,1
"90866",45433000,1000,0.00256226,0,0,0,0,0
"90867",45433500,1000,0.0027053,0,0,0,1,1
"90868",45434000,1000,0.0026269,0,0,0,1,1
"90869",45434500,1000,0.00269274,0,0,0,1,1
"90870",45435000,1000,0.0029055,0,0,0,2,2
"90871",45435500,1000,0.00281109,0,0,0,1,1
"90872",45436000,1000,0.00255165,0,0,0,0,0
"90873",45436500,1000,0.00264966,0,0,0,0,0
"90874",45437000,1000,0.00270713,0,0,0,0,0
"90875",45437500,1000,0.00268612,0,0,0,0,0
"90876",45438000,1000,0.00279717,0,0,1,1,2
"90877",45438500,1000,0.00282783,0,0,1,3,4
"90878",45439000,1000,0.00278834,0,0,0,2,2
"90879",45439500,1000,0.0027658,0,0,1,0,1
"90880",45440000,1000,0.00276291,0,0,2,0,2
"90881",45440500,1000,0.00269314,0,0,1,0,1
"90882",45441000,1000,0.00262363,0,0,0,0,0
"90883",45441500,1000,0.00263522,0,0,0,0,0
"90884",45442000,1000,0.00269984,0,0,0,0,0
"90885",45442500,1000,0.00271806,0,0,0,0,0
"90886",45443000,1000,0.00271534,0,0,0,1,1
"90887",45443500,1000,0.00271146,0,0,0,2,2
"90888",45444000,1000,0.00277522,0,0,1,1,2
"90889",45444500,1000,0.00276491,0,0,1,1,2
"90890",45445000,1000,0.00274518,0,0,0,2,2
"90891",45445500,1000,0.00283118,0,0,0,1,1
"90892",45446000,1000,0.00280519,0,0,0,0,0
"90893",45446500,1000,0.002674,0,0,0,0,0
"90894",45447000,1000,0.00273167,0,0,0,1,1
"90895",45447500,1000,0.00280757,0,0,0,1,1
"90896",45448000,1000,0.00260014,0,0,0,0,0
"90897",45448500,1000,0.00257521,0,0,0,1,1
"90898",45449000,1000,0.00257503,0,0,0,1,1
"90899",45449500,1000,0.00250839,0,0,0,0,0
"90900",45450000,1000,0.00261206,0,0,0,0,0
"90901",45450500,1000,0.00275772,0,0,0,1,1
"90902",45451000,1000,0.00277618,0,0,0,1,1
"90903",45451500,1000,0.00284147,0,1,0,1,2
"90904",45452000,1000,0.00289532,0,1,1,1,3
"90905",45452500,1000,0.00274639,0,0,1,0,1
"90906",45453000,1000,0.00266338,0,0,0,0,0
"90907",45453500,1000,0.00276276,0,0,0,0,0
"90908",45454000,1000,0.00280768,0,0,0,0,0
"90909",45454500,1000,0.00284304,0,0,0,3,3
"90910",45455000,1000,0.00282685,0,0,0,3,3
"90911",45455500,1000,0.00294179,0,1,0,0,1
"90912",45456000,1000,0.00287157,0,1,0,0,1
"90913",45456500,1000,0.00280314,0,1,0,1,2
"90914",45457000,1000,0.0028729,0,1,0,1,2
"90915",45457500,1000,0.00260534,0,0,0,0,0
"90916",45458000,1000,0.00252145,0,0,0,0,0
"90917",45458500,1000,0.00261156,0,0,0,2,2
"90918",45459000,1000,0.00258798,0,0,0,2,2
"90919",45459500,1000,0.00274758,0,0,2,0,2
"90920",45460000,1000,0.00299099,0,0,2,2,4
"90921",45460500,1000,0.00289583,0,0,1,3,4
"90922",45461000,1000,0.00282943,0,0,2,2,4
"90923",45461500,1000,0.00277265,0,0,1,1,2
"90924",45462000,1000,0.00289312,0,1,0,0,1
"90925",45462500,1000,0.00284109,0,1,0,0,1
"90926",45463000,1000,0.00266245,0,0,0,0,0
"90927",45463500,1000,0.00275615,0,0,0,0,0
"90928",45464000,1000,0.00271471,0,0,0,0,0
"90929",45464500,1000,0.0026762,0,0,0,0,0
"90930",45465000,1000,0.00270716,0,0,0,1,1
"90931",45465500,1000,0.0026128,0,0,0,1,1
"90932",45466000,1000,0.00256118,0,0,0,0,0
"90933",45466500,1000,0.00259232,0,0,0,0,0
"90934",45467000,1000,0.00262365,0,0,0,1,1
"90935",45467500,1000,0.00275973,0,0,0,1,1
"90936",45468000,1000,0.0027837,0,0,0,0,0
"90937",45468500,1000,0.00281528,0,0,0,2,2
"90938",45469000,1000,0.00292583,0,0,1,3,4
"90939",45469500,1000,0.00292148,0,0,1,2,3
"90940",45470000,1000,0.00276072,0,0,0,1,1
"90941",45470500,1000,0.00269482,0,0,1,1,2
"90942",45471000,1000,0.00259748,0,0,1,1,2
"90943",45471500,1000,0.00252171,0,0,0,0,0
"90944",45472000,1000,0.00265475,0,0,0,1,1
"90945",45472500,1000,0.00279191,0,0,0,4,4
"90946",45473000,1000,0.00276804,0,0,0,4,4
"90947",45473500,1000,0.00254324,0,0,0,1,1
"90948",45474000,1000,0.00257284,0,0,0,2,2
"90949",45474500,1000,0.00270541,0,0,0,2,2
"90950",45475000,1000,0.00285461,0,0,0,0,0
"90951",45475500,1000,0.00295823,0,0,0,0,0
"90952",45476000,1000,0.00283371,0,1,0,0,1
"90953",45476500,1000,0.00277753,0,1,0,0,1
"90954",45477000,1000,0.00280625,0,0,0,2,2
"90955",45477500,1000,0.00281441,0,0,0,2,2
"90956",45478000,1000,0.00289186,0,1,0,0,1
"90957",45478500,1000,0.00295971,0,2,0,0,2
"90958",45479000,1000,0.00288383,0,1,1,0,2
"90959",45479500,1000,0.00269583,0,0,1,0,1
"90960",45480000,1000,0.0027013,0,0,1,2,3
"90961",45480500,1000,0.00267371,0,0,1,2,3
"90962",45481000,1000,0.00248684,0,0,0,0,0
"90963",45481500,1000,0.00260776,0,0,0,1,1
"90964",45482000,1000,0.00267817,0,0,0,1,1
"90965",45482500,1000,0.00267456,0,1,0,0,1
"90966",45483000,1000,0.0027992,0,1,0,1,2
"90967",45483500,1000,0.00276187,0,0,0,2,2
"90968",45484000,1000,0.00271743,0,0,0,2,2
"90969",45484500,1000,0.00267237,0,0,0,2,2
"90970",45485000,1000,0.00272987,0,0,0,2,2
"90971",45485500,1000,0.00289089,0,0,1,3,4
"90972",45486000,1000,0.00281695,0,0,2,4,6
"90973",45486500,1000,0.00272412,0,0,1,3,4
"90974",45487000,1000,0.00271425,0,0,0,1,1
"90975",45487500,1000,0.00278699,0,0,0,0,0
"90976",45488000,1000,0.00274179,0,0,0,0,0
"90977",45488500,1000,0.00261446,0,0,0,0,0
"90978",45489000,1000,0.00266516,0,0,0,0,0
"90979",45489500,1000,0.00273004,0,0,0,0,0
"90980",45490000,1000,0.00265827,0,0,0,0,0
